"X1","X2","X3","siteID","coordx","coordy","AQ","AQ.coordx","AQ.coordy","elev","rlength","forest","time.1","time.2","time.3","date.1","date.2","date.3","dur.1","dur.2","dur.3"
0,0,0,"Q258",1215942,96276,232,1220942,210724,2150,6.3,30,"1","2","3",52,65,77,330,310,285
0,0,NA,"Q259",1216942,127276,234,1220942,240724,2250,5.2,0,"1","2","3",79,100,NA,360,330,NA
0,0,NA,"Q260",1222942,87276,231,1220942,200724,2350,2.9,0,"1","2","3",82,84,NA,165,212,NA
0,0,0,"Q261",1222942,111276,233,1220942,220724,1750,9.4,93,"1","2","3",44,53,67,215,210,210
1,0,0,"Q262",1228942,79276,236,1230942,190724,1850,5.5,82,"1","2","3",37,51,64,330,300,300
0,0,0,"Q263",1234942,71276,235,1230942,180724,1850,5.4,81,"1","2","3",36,53,66,320,305,315
0,2,0,"Q264",1234942,127276,237,1230942,240724,1850,4.7,82,"1","2","3",52,70,87,300,340,270
0,0,NA,"Q265",1240942,135276,238,1240942,250724,2450,4.4,0,"1","2","3",77,88,NA,190,188,NA
3,2,4,"Q266",1246942,135276,240,1250942,250724,1850,5.6,69,"1","2","3",39,52,76,322,303,367
9,5,2,"Q267",1252942,111276,239,1250942,220724,1850,6.2,53,"1","2","3",51,74,86,300,315,315
